#slamdunk v0.4.2	3	sample info:	sample_0	0	NA	-1
#annotation:	gencode.v41.customized.canonical.bed	27b6d2bfeb860a3d83e1c37a786d42ca
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	70009	71585	OR4F5|ENSG00000186092.7	1576	+	0	0	484	0	0	0	0	0	-1.0	-1.0
chr1	944154	944574	SAMD11|ENSG00000187634.13	420	+	0.019059156067030084	163.77596846819995	81	49530	944	2294	693	0	-1.0	-1.0
chr1	944203	944693	NOC2L|ENSG00000188976.11	490	-	0.005396279570783444	175.05609184133664	118	96548	521	2452	235	0	-1.0	-1.0
chr1	965192	965719	KLHL17|ENSG00000187961.15	527	+	0.0005920663114268798	5.354488942944636	133	1689	1	75	1	0	-1.0	-1.0
chr1	974576	975865	PLEKHN1|ENSG00000187583.11	1289	+	0.0	0.9995046026829988	206	294	0	14	0	0	-1.0	-1.0
chr1	975198	976171	PERM1|ENSG00000187642.10	973	-	0	0	169	0	0	0	0	0	-1.0	-1.0
chr1	998964	999058	HES4|ENSG00000188290.11	94	-	0.010560353649052433	92.45417574817739	22	24431	258	1295	138	0	-1.0	-1.0
chr1	1014479	1014540	ISG15|ENSG00000187608.10	61	+	0.003367003367003367	4.71195026979128	8	297	1	66	13	0	-1.0	-1.0
chr1	1054982	1056116	AGRN|ENSG00000188157.15	1134	+	0.0	0.7139318590592848	246	241	0	10	0	0	-1.0	-1.0
chr1	1070967	1071816	RNF223|ENSG00000237330.3	849	-	0	0	147	0	0	0	0	0	-1.0	-1.0
chr1	1081823	1082892	C1orf159|ENSG00000131591.18	1069	-	0.0029914529914529917	7.210711776498777	174	2340	7	101	7	0	-1.0	-1.0
chr1	1197848	1197936	TTLL10|ENSG00000162571.14	88	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr1	1203508	1203843	TNFRSF18|ENSG00000186891.14	335	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	1211340	1211554	TNFRSF4|ENSG00000186827.12	214	-	0.0	1.499256904024498	34	483	0	21	0	0	-1.0	-1.0
chr1	1216931	1217511	SDF4|ENSG00000078808.20	580	-	0.010664789952360329	208.68228240302895	104	73888	788	2923	586	0	-1.0	-1.0
chr1	1233269	1235041	B3GALT6|ENSG00000176022.7	1772	+	0.042169966406975914	88.09919140791575	423	41973	1770	1234	853	0	-1.0	-1.0
chr1	1242453	1242547	C1QTNF12|ENSG00000184163.3	94	-	0	0	12	0	0	0	0	0	-1.0	-1.0
chr1	1253912	1255202	UBE2J2|ENSG00000160087.21	1290	-	0.023650275015107906	176.55534874536113	296	97631	2309	2473	1005	0	-1.0	-1.0
chr1	1291611	1292025	SCNN1D|ENSG00000162572.21	414	+	0.0	0.7139318590592848	69	224	0	10	0	0	-1.0	-1.0
chr1	1292391	1293563	ACAP3|ENSG00000131584.19	1172	-	0.0	7.353498148310634	232	2206	0	103	0	0	-1.0	-1.0
chr1	1311380	1311677	PUSL1|ENSG00000169972.12	297	+	0.011027469624933967	46.1199980952298	53	15144	167	646	135	0	-1.0	-1.0
chr1	1311600	1311858	INTS11|ENSG00000127054.22	258	-	0.003852367341866534	19.70451931003626	53	8047	31	276	20	0	-1.0	-1.0
chr1	1327764	1328896	CPTP|ENSG00000224051.7	1132	+	0.053082191780821915	13.20773939259677	175	3504	186	185	113	0	-1.0	-1.0
chr1	1334465	1335314	TAS1R3|ENSG00000169962.5	849	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	1335278	1336141	DVL1|ENSG00000107404.21	863	-	0.014233128834355829	33.554797375786386	176	16300	232	470	122	0	-1.0	-1.0
chr1	1352691	1353603	MXRA8|ENSG00000162576.17	912	-	0.01685985247629083	2.070402391271926	205	949	16	29	8	0	-1.0	-1.0
chr1	1373736	1373800	AURKAIP1|ENSG00000175756.14	64	-	0.006063998507323445	234.95497481641064	17	42876	260	3291	304	0	-1.0	-1.0
chr1	1385711	1387230	CCNL2|ENSG00000221978.13	1519	-	0.030227398779811426	14.064457623467911	395	7212	218	197	102	0	-1.0	-1.0
chr1	1401909	1402082	MRPL20|ENSG00000242485.6	173	-	0.010215265347230157	481.61843212139354	56	236313	2414	6746	1259	0	-1.0	-1.0
chr1	1418420	1419099	ANKRD65|ENSG00000235098.9	679	-	0	0	150	0	0	0	0	0	-1.0	-1.0
chr1	1427788	1430255	TMEM88B|ENSG00000205116.4	2467	+	0	0	534	0	0	0	0	0	-1.0	-1.0
