#slamdunk v0.4.2	3	sample info:	sample_0	0	NA	-1
#annotation:	gencode.v41.customized.canonical.bed	27b6d2bfeb860a3d83e1c37a786d42ca
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	70009	71585	OR4F5|ENSG00000186092.7	1576	+	0	0	484	0	0	0	0	0	-1.0	-1.0
chr1	944154	944574	SAMD11|ENSG00000187634.13	420	+	0.023337595907928388	110.68083998884856	81	34408	803	1673	572	0	-1.0	-1.0
chr1	944203	944693	NOC2L|ENSG00000188976.11	490	-	0.005583083257729081	71.97893240159428	118	42987	240	1088	111	0	-1.0	-1.0
chr1	965192	965719	KLHL17|ENSG00000187961.15	527	+	0.0164769322947873	7.740381517450856	133	3338	55	117	35	0	-1.0	-1.0
chr1	974576	975865	PLEKHN1|ENSG00000187583.11	1289	+	0	0	206	0	0	0	0	0	-1.0	-1.0
chr1	975198	976171	PERM1|ENSG00000187642.10	973	-	0	0	169	0	0	0	0	0	-1.0	-1.0
chr1	998964	999058	HES4|ENSG00000188290.11	94	-	0.015434681543468155	74.49290246709114	22	21510	332	1126	227	0	-1.0	-1.0
chr1	1014479	1014540	ISG15|ENSG00000187608.10	61	+	0.0	2.38165585152334	8	240	0	36	8	0	-1.0	-1.0
chr1	1054982	1056116	AGRN|ENSG00000188157.15	1134	+	0.030518819938962362	2.646284279470378	246	983	30	40	14	0	-1.0	-1.0
chr1	1070967	1071816	RNF223|ENSG00000237330.3	849	-	0	0	147	0	0	0	0	0	-1.0	-1.0
chr1	1081823	1082892	C1orf159|ENSG00000131591.18	1069	-	0.009523809523809525	5.821825414834832	174	1890	18	88	18	0	-1.0	-1.0
chr1	1197848	1197936	TTLL10|ENSG00000162571.14	88	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr1	1203508	1203843	TNFRSF18|ENSG00000186891.14	335	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	1211340	1211554	TNFRSF4|ENSG00000186827.12	214	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr1	1216931	1217511	SDF4|ENSG00000078808.20	580	-	0.010801591813530414	155.73382984683175	104	58047	627	2354	472	0	-1.0	-1.0
chr1	1233269	1235041	B3GALT6|ENSG00000176022.7	1772	+	0.04361023500675852	82.89485505440959	423	42169	1839	1253	801	0	-1.0	-1.0
chr1	1242453	1242547	C1QTNF12|ENSG00000184163.3	94	-	0	0	12	0	0	0	0	0	-1.0	-1.0
chr1	1253912	1255202	UBE2J2|ENSG00000160087.21	1290	-	0.023899014254308206	117.89196465040534	296	70505	1685	1782	730	0	-1.0	-1.0
chr1	1291611	1292025	SCNN1D|ENSG00000162572.21	414	+	0.004451038575667656	3.9032693122188076	69	1348	6	59	6	0	-1.0	-1.0
chr1	1292391	1293563	ACAP3|ENSG00000131584.19	1172	-	0.01012855473315154	8.40195258731845	232	2567	26	127	26	0	-1.0	-1.0
chr1	1311380	1311677	PUSL1|ENSG00000169972.12	297	+	0.006344933666602577	30.763054748843143	53	10402	66	465	39	0	-1.0	-1.0
chr1	1311600	1311858	INTS11|ENSG00000127054.22	258	-	0.01201384646711464	10.84976554582855	53	4911	59	164	30	0	-1.0	-1.0
chr1	1327764	1328896	CPTP|ENSG00000224051.7	1132	+	0.03870199464126228	11.048236866788828	175	3359	130	167	87	0	-1.0	-1.0
chr1	1334465	1335314	TAS1R3|ENSG00000169962.5	849	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	1335278	1336141	DVL1|ENSG00000107404.21	863	-	0.01739204208025791	43.59753350427448	176	23574	410	659	239	0	-1.0	-1.0
chr1	1352691	1353603	MXRA8|ENSG00000162576.17	912	-	0.0061633281972265025	1.455456353708708	205	649	4	22	4	0	-1.0	-1.0
chr1	1373736	1373800	AURKAIP1|ENSG00000175756.14	64	-	0.008111423258022395	130.92491472679694	17	25273	205	1979	169	0	-1.0	-1.0
chr1	1385711	1387230	CCNL2|ENSG00000221978.13	1519	-	0.03773584905660377	58.28441125533507	395	33125	1250	881	520	0	-1.0	-1.0
chr1	1401909	1402082	MRPL20|ENSG00000242485.6	173	-	0.015292742503484138	250.33849283789775	56	133462	2041	3784	956	0	-1.0	-1.0
chr1	1418420	1419099	ANKRD65|ENSG00000235098.9	679	-	0	0	150	0	0	0	0	0	-1.0	-1.0
chr1	1427788	1430255	TMEM88B|ENSG00000205116.4	2467	+	0	0	534	0	0	0	0	0	-1.0	-1.0
chr1	1439788	1442882	VWA1|ENSG00000179403.12	3094	+	0.014457831325301205	3.109384028377694	546	1245	18	47	9	0	-1.0	-1.0
chr1	1468531	1470163	ATAD3C|ENSG00000215915.10	1632	+	0	0	356	0	0	0	0	0	-1.0	-1.0
chr1	1495818	1497848	ATAD3B|ENSG00000160072.20	2030	+	0.042140083417229975	21.170274235763024	425	6953	293	320	118	0	-1.0	-1.0
chr1	1534073	1534685	ATAD3A|ENSG00000197785.14	612	+	0.010915672190486964	60.73222421384517	115	17681	193	918	116	0	-1.0	-1.0
chr1	1534778	1535358	TMEM240|ENSG00000205090.9	580	-	0	0	91	0	0	0	0	0	-1.0	-1.0
chr1	1541673	1542065	SSU72|ENSG00000160075.12	392	-	0.01138782460621541	60.13681025096434	116	28188	321	909	157	0	-1.0	-1.0
chr1	1598012	1599334	FNDC10|ENSG00000228594.4	1322	-	0.0	3.7709550982452886	250	1075	0	57	0	0	-1.0	-1.0
chr1	1630531	1630605	MIB2|ENSG00000197530.13	74	+	0.009467455621301775	8.005009945397893	15	1690	16	121	5	0	-1.0	-1.0
chr1	1634626	1634654	MMP23B|ENSG00000189409.14	28	+	0	0	8	0	0	0	0	0	-1.0	-1.0
chr1	1635225	1635763	CDK11B|ENSG00000248333.9	538	-	0	0	139	0	0	0	0	0	-1.0	-1.0
chr1	1661478	1665781	SLC35E2B|ENSG00000189339.12	4303	-	0.01735922751437561	16.274648318742823	1091	9217	160	246	71	0	-1.0	-1.0
chr1	1702379	1702906	CDK11A|ENSG00000008128.23	527	-	0	0	139	0	0	0	0	0	-1.0	-1.0
