#slamdunk v0.4.2	3	sample info:	sample_0	0	NA	-1
#annotation:	gencode.v41.customized.canonical.bed	27b6d2bfeb860a3d83e1c37a786d42ca
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	70009	71585	OR4F5|ENSG00000186092.7	1576	+	0	0	484	0	0	0	0	0	-1.0	-1.0
chr1	944154	944574	SAMD11|ENSG00000187634.13	420	+	0.016915628505638543	126.06926903393432	81	33874	573	1610	413	0	-1.0	-1.0
chr1	944203	944693	NOC2L|ENSG00000188976.11	490	-	0.00881343687917645	112.75760708625182	118	55370	488	1440	222	0	-1.0	-1.0
chr1	965192	965719	KLHL17|ENSG00000187961.15	527	+	0.0008982035928143712	9.47477115099755	133	3340	3	121	3	0	-1.0	-1.0
chr1	974576	975865	PLEKHN1|ENSG00000187583.11	1289	+	0.019583843329253364	4.5416258409740315	206	817	16	58	16	0	-1.0	-1.0
chr1	975198	976171	PERM1|ENSG00000187642.10	973	-	0.09090909090909091	0.0783038938098971	169	11	1	1	1	0	-1.0	-1.0
chr1	998964	999058	HES4|ENSG00000188290.11	94	-	0.016328858016691723	80.7313145180039	22	19291	315	1031	231	0	-1.0	-1.0
chr1	1014479	1014540	ISG15|ENSG00000187608.10	61	+	0.0	0.3915194690494855	8	10	0	5	1	0	-1.0	-1.0
chr1	1054982	1056116	AGRN|ENSG00000188157.15	1134	+	0.010582010582010581	0.7047350442890739	246	189	2	9	2	0	-1.0	-1.0
chr1	1070967	1071816	RNF223|ENSG00000237330.3	849	-	0	0	147	0	0	0	0	0	-1.0	-1.0
chr1	1081823	1082892	C1orf159|ENSG00000131591.18	1069	-	0.010680907877169559	5.168056991453208	174	1498	16	66	8	0	-1.0	-1.0
chr1	1197848	1197936	TTLL10|ENSG00000162571.14	88	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr1	1203508	1203843	TNFRSF18|ENSG00000186891.14	335	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	1211340	1211554	TNFRSF4|ENSG00000186827.12	214	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr1	1216931	1217511	SDF4|ENSG00000078808.20	580	-	0.014312394184280802	176.10545717845858	104	57293	820	2249	504	0	-1.0	-1.0
chr1	1233269	1235041	B3GALT6|ENSG00000176022.7	1772	+	0.04315289233626482	87.07392991660556	423	36614	1580	1112	725	0	-1.0	-1.0
chr1	1242453	1242547	C1QTNF12|ENSG00000184163.3	94	-	0	0	12	0	0	0	0	0	-1.0	-1.0
chr1	1253912	1255202	UBE2J2|ENSG00000160087.21	1290	-	0.020398885467077285	134.29117788397352	296	68190	1391	1715	649	0	-1.0	-1.0
chr1	1291611	1292025	SCNN1D|ENSG00000162572.21	414	+	0.0	1.644381770007839	69	603	0	21	0	0	-1.0	-1.0
chr1	1292391	1293563	ACAP3|ENSG00000131584.19	1172	-	0.0	6.969046549080842	232	2015	0	89	0	0	-1.0	-1.0
chr1	1311380	1311677	PUSL1|ENSG00000169972.12	297	+	0.008660838303782989	43.928484427352274	53	12239	106	561	94	0	-1.0	-1.0
chr1	1311600	1311858	INTS11|ENSG00000127054.22	258	-	0.01270882443373988	29.442264072521308	53	9757	124	376	75	0	-1.0	-1.0
chr1	1327764	1328896	CPTP|ENSG00000224051.7	1132	+	0.031972454500737824	15.817386549599213	175	4066	130	202	83	0	-1.0	-1.0
chr1	1334465	1335314	TAS1R3|ENSG00000169962.5	849	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	1335278	1336141	DVL1|ENSG00000107404.21	863	-	0.01601938480177694	35.47166389588338	176	14857	238	453	122	0	-1.0	-1.0
chr1	1352691	1353603	MXRA8|ENSG00000162576.17	912	-	0.013175230566534914	1.8009895576276331	205	759	10	23	5	0	-1.0	-1.0
chr1	1373736	1373800	AURKAIP1|ENSG00000175756.14	64	-	0.005409304002884962	204.13825116240173	17	33276	180	2607	152	0	-1.0	-1.0
chr1	1385711	1387230	CCNL2|ENSG00000221978.13	1519	-	0.04470723968849149	15.582474868169522	395	6934	310	199	105	0	-1.0	-1.0
chr1	1401909	1402082	MRPL20|ENSG00000242485.6	173	-	0.013322614569429276	445.39254799069465	56	197784	2635	5688	1386	0	-1.0	-1.0
chr1	1418420	1419099	ANKRD65|ENSG00000235098.9	679	-	0.10810810810810811	0.0783038938098971	150	37	4	1	1	0	-1.0	-1.0
chr1	1427788	1430255	TMEM88B|ENSG00000205116.4	2467	+	0	0	534	0	0	0	0	0	-1.0	-1.0
chr1	1439788	1442882	VWA1|ENSG00000179403.12	3094	+	0.02497918401332223	4.071802478114649	546	1201	30	52	10	0	-1.0	-1.0
chr1	1468531	1470163	ATAD3C|ENSG00000215915.10	1632	+	0	0	356	0	0	0	0	0	-1.0	-1.0
chr1	1495818	1497848	ATAD3B|ENSG00000160072.20	2030	+	0.006648608717064762	14.721132036260654	425	4061	27	188	25	0	-1.0	-1.0
chr1	1534073	1534685	ATAD3A|ENSG00000197785.14	612	+	0.0055874136156447585	77.12933540274864	115	20403	114	985	84	0	-1.0	-1.0
chr1	1534778	1535358	TMEM240|ENSG00000205090.9	580	-	0	0	91	0	0	0	0	0	-1.0	-1.0
chr1	1541673	1542065	SSU72|ENSG00000160075.12	392	-	0.018535646897776464	62.79972283553747	116	27029	501	802	197	0	-1.0	-1.0
chr1	1598012	1599334	FNDC10|ENSG00000228594.4	1322	-	0.011024643320363165	5.402968672882899	250	1542	17	69	17	0	-1.0	-1.0
chr1	1630531	1630605	MIB2|ENSG00000197530.13	74	+	0.0	4.698233628593826	15	689	0	60	0	0	-1.0	-1.0
chr1	1634626	1634654	MMP23B|ENSG00000189409.14	28	+	0	0	8	0	0	0	0	0	-1.0	-1.0
chr1	1635225	1635763	CDK11B|ENSG00000248333.9	538	-	0	0	139	0	0	0	0	0	-1.0	-1.0
chr1	1661478	1665781	SLC35E2B|ENSG00000189339.12	4303	-	0.012469151837901026	15.11265150531014	1091	7699	96	193	33	0	-1.0	-1.0
chr1	1702379	1702906	CDK11A|ENSG00000008128.23	527	-	0.0	1.3311661947682507	139	119	0	17	0	0	-1.0	-1.0
chr1	1751232	1752903	NADK|ENSG00000008130.15	1671	-	0.02516470461172913	21.611874691531597	446	9259	233	276	93	0	-1.0	-1.0
chr1	1917194	1917296	CALML6|ENSG00000169885.10	102	+	0.0	0.1566077876197942	15	30	0	2	0	0	-1.0	-1.0
chr1	1917591	1917881	TMEM52|ENSG00000178821.13	290	-	0.03350515463917526	1.4094700885781477	53	388	13	18	11	0	-1.0	-1.0
chr1	1921957	1922286	CFAP74|ENSG00000142609.20	329	-	0	0	47	0	0	0	0	0	-1.0	-1.0
chr1	2030283	2030758	GABRD|ENSG00000187730.9	475	+	0.0	0.1566077876197942	93	48	0	2	0	0	-1.0	-1.0
chr1	2185010	2185395	PRKCZ|ENSG00000067606.17	385	+	0.013626251390433816	36.72452619684174	71	10788	147	469	109	0	-1.0	-1.0
chr1	2189548	2189708	FAAP20|ENSG00000162585.17	160	-	0.00979706088173548	7.517173805750121	26	1429	14	96	14	0	-1.0	-1.0
chr1	2306766	2310213	SKI|ENSG00000157933.10	3447	+	0.04741000877963126	61.39025274695932	896	29614	1404	784	552	0	-1.0	-1.0
chr1	2321253	2321382	MORN1|ENSG00000116151.14	129	-	0.0	0.0783038938098971	29	6	0	1	0	0	-1.0	-1.0
chr1	2403125	2405436	RER1|ENSG00000157916.20	2311	+	0.011111277947116324	145.1754191235492	587	66599	740	1854	336	0	-1.0	-1.0
chr1	2403974	2405765	PEX10|ENSG00000157911.11	1791	-	0.021679794119940733	34.53201717016462	380	12823	278	441	145	0	-1.0	-1.0
chr1	2505214	2505532	PLCH2|ENSG00000149527.18	318	+	0	0	68	0	0	0	0	0	-1.0	-1.0
chr1	2508537	2508846	PANK4|ENSG00000157881.16	309	-	0	0	81	0	0	0	0	0	-1.0	-1.0
chr1	2528745	2529468	HES5|ENSG00000197921.6	723	-	0	0	157	0	0	0	0	0	-1.0	-1.0
chr1	2563274	2563829	TNFRSF14|ENSG00000157873.18	555	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	2589428	2591468	PRXL2B|ENSG00000157870.17	2040	+	0	0	440	0	0	0	0	0	-1.0	-1.0
