#slamdunk v0.4.2	3	sample info:	sample_0	0	NA	-1
#annotation:	gencode.v41.customized.canonical.bed	27b6d2bfeb860a3d83e1c37a786d42ca
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	70009	71585	OR4F5|ENSG00000186092.7	1576	+	0	0	484	0	0	0	0	0	-1.0	-1.0
chr1	944154	944574	SAMD11|ENSG00000187634.13	420	+	0.017059143545504002	82.35647514014371	81	25734	439	1211	310	0	-1.0	-1.0
chr1	944203	944693	NOC2L|ENSG00000188976.11	490	-	0.0066215456788916854	71.74738337972884	118	40927	271	1055	110	0	-1.0	-1.0
chr1	965192	965719	KLHL17|ENSG00000187961.15	527	+	0.0020470829068577278	5.372552878671638	133	1954	4	79	2	0	-1.0	-1.0
chr1	974576	975865	PLEKHN1|ENSG00000187583.11	1289	+	0.0	0.5440559877135837	206	93	0	8	0	0	-1.0	-1.0
chr1	975198	976171	PERM1|ENSG00000187642.10	973	-	0.038461538461538464	0.4080419907851877	169	156	6	6	6	0	-1.0	-1.0
chr1	998964	999058	HES4|ENSG00000188290.11	94	-	0.008979795460214518	84.60070608946225	22	24054	216	1244	151	0	-1.0	-1.0
chr1	1014479	1014540	ISG15|ENSG00000187608.10	61	+	0.0029940119760479044	3.5363639201382937	8	334	1	52	6	0	-1.0	-1.0
chr1	1054982	1056116	AGRN|ENSG00000188157.15	1134	+	0.00423728813559322	1.292132970819761	246	472	2	19	1	0	-1.0	-1.0
chr1	1070967	1071816	RNF223|ENSG00000237330.3	849	-	0	0	147	0	0	0	0	0	-1.0	-1.0
chr1	1081823	1082892	C1orf159|ENSG00000131591.18	1069	-	0.0011254924029262803	4.624475895565461	174	1777	2	68	2	0	-1.0	-1.0
chr1	1197848	1197936	TTLL10|ENSG00000162571.14	88	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr1	1203508	1203843	TNFRSF18|ENSG00000186891.14	335	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	1211340	1211554	TNFRSF4|ENSG00000186827.12	214	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr1	1216931	1217511	SDF4|ENSG00000078808.20	580	-	0.01195571269073316	174.91400004991715	104	64488	771	2572	504	0	-1.0	-1.0
chr1	1233269	1235041	B3GALT6|ENSG00000176022.7	1772	+	0.04690219479668181	89.15717498656352	423	44241	2075	1311	862	0	-1.0	-1.0
chr1	1242453	1242547	C1QTNF12|ENSG00000184163.3	94	-	0	0	12	0	0	0	0	0	-1.0	-1.0
chr1	1253912	1255202	UBE2J2|ENSG00000160087.21	1290	-	0.021417067099711157	129.28130408044032	296	75127	1609	1901	822	0	-1.0	-1.0
chr1	1291611	1292025	SCNN1D|ENSG00000162572.21	414	+	0.0	1.496153966212355	69	484	0	22	0	0	-1.0	-1.0
chr1	1292391	1293563	ACAP3|ENSG00000131584.19	1172	-	0.005608974358974359	4.216433904780273	232	1248	7	62	5	0	-1.0	-1.0
chr1	1311380	1311677	PUSL1|ENSG00000169972.12	297	+	0.011776332043152433	36.38374417834591	53	12143	143	535	76	0	-1.0	-1.0
chr1	1311600	1311858	INTS11|ENSG00000127054.22	258	-	0.004737540269092288	12.581294715876622	53	5277	25	185	36	0	-1.0	-1.0
chr1	1327764	1328896	CPTP|ENSG00000224051.7	1132	+	0.05453690644099671	14.893532663659352	175	4254	232	219	144	0	-1.0	-1.0
chr1	1334465	1335314	TAS1R3|ENSG00000169962.5	849	+	0.0	0.34003499232098977	120	85	0	5	0	0	-1.0	-1.0
chr1	1335278	1336141	DVL1|ENSG00000107404.21	863	-	0.013225961282064956	35.43164619984714	176	18751	248	521	148	0	-1.0	-1.0
chr1	1352691	1353603	MXRA8|ENSG00000162576.17	912	-	0.0	0.6800699846419795	205	342	0	10	0	0	-1.0	-1.0
chr1	1373736	1373800	AURKAIP1|ENSG00000175756.14	64	-	0.008682775795921114	161.31260035707754	17	29714	258	2372	274	0	-1.0	-1.0
chr1	1385711	1387230	CCNL2|ENSG00000221978.13	1519	-	0.03365713503899302	24.414512448647066	395	14618	492	359	217	0	-1.0	-1.0
chr1	1401909	1402082	MRPL20|ENSG00000242485.6	173	-	0.012940003919949624	468.5002124198597	56	239799	3103	6889	1515	0	-1.0	-1.0
chr1	1418420	1419099	ANKRD65|ENSG00000235098.9	679	-	0.1891891891891892	0.06800699846419796	150	37	7	1	1	0	-1.0	-1.0
chr1	1427788	1430255	TMEM88B|ENSG00000205116.4	2467	+	0.0	0.06800699846419796	534	20	0	1	0	0	-1.0	-1.0
chr1	1439788	1442882	VWA1|ENSG00000179403.12	3094	+	0.009615384615384616	1.6321679631407509	546	520	5	24	5	0	-1.0	-1.0
chr1	1468531	1470163	ATAD3C|ENSG00000215915.10	1632	+	0.0	0.06800699846419796	356	10	0	1	0	0	-1.0	-1.0
chr1	1495818	1497848	ATAD3B|ENSG00000160072.20	2030	+	0.01668584579976985	11.017133751200069	425	3476	58	162	31	0	-1.0	-1.0
chr1	1534073	1534685	ATAD3A|ENSG00000197785.14	612	+	0.006760700389105059	68.82308244576834	115	20560	139	1012	114	0	-1.0	-1.0
chr1	1534778	1535358	TMEM240|ENSG00000205090.9	580	-	0	0	91	0	0	0	0	0	-1.0	-1.0
chr1	1541673	1542065	SSU72|ENSG00000160075.12	392	-	0.019046152266543458	41.48426906316075	116	19479	371	610	152	0	-1.0	-1.0
chr1	1598012	1599334	FNDC10|ENSG00000228594.4	1322	-	0.0021321961620469083	2.99230793242471	250	938	2	44	2	0	-1.0	-1.0
chr1	1630531	1630605	MIB2|ENSG00000197530.13	74	+	0.0	4.012412909387679	15	881	0	59	0	0	-1.0	-1.0
chr1	1634626	1634654	MMP23B|ENSG00000189409.14	28	+	0	0	8	0	0	0	0	0	-1.0	-1.0
chr1	1635225	1635763	CDK11B|ENSG00000248333.9	538	-	0	0	139	0	0	0	0	0	-1.0	-1.0
chr1	1661478	1665781	SLC35E2B|ENSG00000189339.12	4303	-	0.01845727088445535	17.61381260222727	1091	9373	173	259	78	0	-1.0	-1.0
chr1	1702379	1702906	CDK11A|ENSG00000008128.23	527	-	0	0	139	0	0	0	0	0	-1.0	-1.0
chr1	1751232	1752903	NADK|ENSG00000008130.15	1671	-	0.020739511732638067	18.97395257151123	446	8438	175	279	75	0	-1.0	-1.0
chr1	1917194	1917296	CALML6|ENSG00000169885.10	102	+	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	1917591	1917881	TMEM52|ENSG00000178821.13	290	-	0.0	0.6120629861777815	53	207	0	9	0	0	-1.0	-1.0
chr1	1921957	1922286	CFAP74|ENSG00000142609.20	329	-	0	0	47	0	0	0	0	0	-1.0	-1.0
chr1	2030283	2030758	GABRD|ENSG00000187730.9	475	+	0.0	0.6800699846419795	93	225	0	10	0	0	-1.0	-1.0
chr1	2185010	2185395	PRKCZ|ENSG00000067606.17	385	+	0.030584380120152924	27.066785388750784	71	9155	280	398	136	0	-1.0	-1.0
chr1	2189548	2189708	FAAP20|ENSG00000162585.17	160	-	0.0037333333333333333	7.6167838279901705	26	1875	7	112	7	0	-1.0	-1.0
chr1	2306766	2310213	SKI|ENSG00000157933.10	3447	+	0.05250135092858565	61.81836160395594	896	35161	1846	909	702	0	-1.0	-1.0
chr1	2321253	2321382	MORN1|ENSG00000116151.14	129	-	0.0	0.4080419907851877	29	138	0	6	0	0	-1.0	-1.0
chr1	2403125	2405436	RER1|ENSG00000157916.20	2311	+	0.011946680080482898	123.97675820023287	587	63616	760	1823	388	0	-1.0	-1.0
chr1	2403974	2405765	PEX10|ENSG00000157911.11	1791	-	0.019184978569970746	35.43164619984714	380	14699	282	521	157	0	-1.0	-1.0
chr1	2505214	2505532	PLCH2|ENSG00000149527.18	318	+	0	0	68	0	0	0	0	0	-1.0	-1.0
chr1	2508537	2508846	PANK4|ENSG00000157881.16	309	-	0	0	81	0	0	0	0	0	-1.0	-1.0
chr1	2528745	2529468	HES5|ENSG00000197921.6	723	-	0	0	157	0	0	0	0	0	-1.0	-1.0
chr1	2563274	2563829	TNFRSF14|ENSG00000157873.18	555	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	2589428	2591468	PRXL2B|ENSG00000157870.17	2040	+	0	0	440	0	0	0	0	0	-1.0	-1.0
chr1	2590639	2590989	MMEL1|ENSG00000142606.16	350	-	0	0	60	0	0	0	0	0	-1.0	-1.0
chr1	2636986	2641367	TTC34|ENSG00000215912.13	4381	-	0	0	946	0	0	0	0	0	-1.0	-1.0
chr1	3022821	3022903	ACTRT2|ENSG00000169717.7	82	+	0	0	17	0	0	0	0	0	-1.0	-1.0
chr1	3433812	3438621	PRDM16|ENSG00000142611.17	4809	+	0.0665922619047619	4.896503889422252	1204	2688	179	72	64	0	-1.0	-1.0
chr1	3480588	3481113	ARHGEF16|ENSG00000130762.15	525	+	0.020863309352517987	3.7403849155308873	94	1390	29	55	24	0	-1.0	-1.0
chr1	3487951	3490527	MEGF6|ENSG00000162591.17	2576	-	0.0	0.47604898924938566	497	265	0	7	0	0	-1.0	-1.0
chr1	3628604	3630127	TPRG1L|ENSG00000158109.15	1523	+	0.053215326013892	18.56591058072604	408	8926	475	273	221	0	-1.0	-1.0
chr1	3630770	3630974	WRAP73|ENSG00000116213.16	204	-	0.02459920815213864	46.17675195719041	70	30814	758	679	289	0	-1.0	-1.0
chr1	3733080	3736201	TP73|ENSG00000078900.15	3121	+	0.0257495164410058	14.689511668266759	647	8272	213	216	91	0	-1.0	-1.0
chr1	3771524	3771645	CCDC27|ENSG00000162592.10	121	+	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	3775922	3775956	SMIM1|ENSG00000235169.11	34	+	0.0	0.7480769831061775	4	44	0	11	0	0	-1.0	-1.0
chr1	3778559	3781087	LRRC47|ENSG00000130764.10	2528	-	0.01702230323825863	182.12274188712212	657	74608	1270	2678	705	0	-1.0	-1.0
chr1	3812086	3815401	CEP104|ENSG00000116198.14	3315	-	0.013257083441642838	9.044930795738328	928	3847	51	133	39	0	-1.0	-1.0
chr1	3883742	3885429	DFFB|ENSG00000169598.17	1687	+	0.02098929214441391	23.462414470148293	536	21106	443	345	117	0	-1.0	-1.0
chr1	3889133	3889959	C1orf174|ENSG00000198912.12	826	-	0.04224195128116015	44.20454900172867	258	31651	1337	650	435	0	-1.0	-1.0
chr1	5862811	5863264	NPHP4|ENSG00000131697.18	453	-	0.013048845000881678	6.800699846419795	142	5671	74	100	27	0	-1.0	-1.0
chr1	6098575	6101180	KCNAB2|ENSG00000069424.16	2605	+	0.023474178403755867	1.0881119754271673	497	213	5	16	5	0	-1.0	-1.0
chr1	6185020	6186671	RPL22|ENSG00000116251.11	1651	-	0.009213876159482853	344.0474052303774	535	225855	2081	5059	873	0	-1.0	-1.0
chr1	6219408	6221299	RNF207|ENSG00000158286.13	1891	+	0.0	1.496153966212355	507	1051	0	22	0	0	-1.0	-1.0
chr1	6221193	6225079	ICMT|ENSG00000116237.16	3886	-	0.026972135460741925	111.05542849203526	1027	64993	1753	1633	692	0	-1.0	-1.0
chr1	6245508	6245578	HES3|ENSG00000173673.8	70	+	0	0	14	0	0	0	0	0	-1.0	-1.0
chr1	6247353	6249337	GPR153|ENSG00000158292.7	1984	-	0.0015932023366967605	7.9568188203111605	411	3766	6	117	5	0	-1.0	-1.0
chr1	6264272	6264596	ACOT7|ENSG00000097021.20	324	-	0.006809318014124591	101.80647670090434	79	47435	323	1497	184	0	-1.0	-1.0
chr1	6415232	6418872	HES2|ENSG00000069812.11	3640	-	0.045454545454545456	0.06800699846419796	765	22	1	1	1	0	-1.0	-1.0
chr1	6460147	6460944	ESPN|ENSG00000187017.18	797	+	0	0	152	0	0	0	0	0	-1.0	-1.0
chr1	6460786	6461433	TNFRSF25|ENSG00000215788.11	647	-	0.0064	2.0402099539259386	126	625	4	30	4	0	-1.0	-1.0
chr1	6467122	6467562	PLEKHG5|ENSG00000171680.23	440	-	0.03333333333333333	0.6120629861777815	97	270	9	9	9	0	-1.0	-1.0
chr1	6521347	6525853	NOL9|ENSG00000162408.11	4506	-	0.018869821210598117	129.34931107890452	1326	69635	1314	1902	615	0	-1.0	-1.0
chr1	6579585	6579755	TAS1R1|ENSG00000173662.21	170	+	0	0	30	0	0	0	0	0	-1.0	-1.0
chr1	6589213	6589280	ZBTB48|ENSG00000204859.13	67	+	0.043010752688172046	4.828496890958054	15	930	40	71	39	0	-1.0	-1.0
chr1	6590724	6593364	KLHL21|ENSG00000162413.17	2640	-	0.05791967220111827	38.28794013534345	657	23429	1357	563	459	0	-1.0	-1.0
chr1	6621638	6624030	PHF13|ENSG00000116273.6	2392	+	0.056181463121526214	23.462414470148293	696	13314	748	345	259	0	-1.0	-1.0
chr1	6633078	6633562	THAP3|ENSG00000041988.16	484	+	0.04319180087847731	23.2583934747557	102	9562	413	342	225	0	-1.0	-1.0
chr1	6634170	6635674	DNAJC11|ENSG00000007923.17	1504	-	0.012254647419254337	22.102274500864336	324	9629	118	325	72	0	-1.0	-1.0
chr1	7766492	7769706	CAMTA1|ENSG00000171735.20	3214	+	0.05707085680403202	12.377273720484027	1028	6746	385	182	156	0	-1.0	-1.0
chr1	7779646	7781432	VAMP3|ENSG00000049245.13	1786	+	0.015197854420552392	44.40856999712126	558	21253	323	653	152	0	-1.0	-1.0
chr1	7842756	7845177	PER3|ENSG00000049246.15	2421	+	0.0	0.20402099539259386	880	162	0	3	0	0	-1.0	-1.0
chr1	7847612	7847765	UTS2|ENSG00000049247.14	153	-	0	0	41	0	0	0	0	0	-1.0	-1.0
chr1	7915871	7920834	TNFRSF9|ENSG00000049249.10	4963	-	0	0	1507	0	0	0	0	0	-1.0	-1.0
chr1	7985055	7985505	PARK7|ENSG00000116288.13	450	+	0.0074874780158183255	559.4935763649565	143	291687	2184	8227	1494	0	-1.0	-1.0
chr1	8011727	8013209	ERRFI1|ENSG00000116285.13	1482	-	0.06270726560144708	19.722029554617407	509	13268	832	290	243	0	-1.0	-1.0
chr1	8344014	8344165	SLC45A1|ENSG00000162426.16	151	+	0.041666666666666664	0.20402099539259386	25	72	3	3	3	0	-1.0	-1.0
chr1	8352404	8355086	RERE|ENSG00000142599.19	2682	-	0.03740894687024157	41.348255066232355	816	24299	909	608	321	0	-1.0	-1.0
chr1	8861000	8861359	ENO1|ENSG00000074800.16	359	-	0.005510811054395294	2369.567847488049	87	1220510	6726	34843	3358	0	-1.0	-1.0
chr1	8974705	8975092	CA6|ENSG00000131686.15	387	+	0	0	101	0	0	0	0	0	-1.0	-1.0
chr1	9002973	9003299	SLC2A7|ENSG00000197241.4	326	-	0	0	92	0	0	0	0	0	-1.0	-1.0
chr1	9035106	9037585	SLC2A5|ENSG00000142583.18	2479	-	0	0	689	0	0	0	0	0	-1.0	-1.0
chr1	9100305	9104418	GPR157|ENSG00000180758.12	4113	-	0.05182684670373312	11.493182740449454	1065	5036	261	169	121	0	-1.0	-1.0
chr1	9264870	9271337	H6PD|ENSG00000049239.13	6467	+	0.027530707327403644	9.248951791130922	1591	4722	130	136	79	0	-1.0	-1.0
chr1	9367576	9369532	SPSB1|ENSG00000171621.14	1956	+	0.06614173228346457	3.0603149308889077	491	1270	84	45	29	0	-1.0	-1.0
chr1	9582502	9585173	SLC25A33|ENSG00000171612.7	2671	+	0.03953878777169111	36.79178616913109	765	22636	895	541	303	0	-1.0	-1.0
chr1	9613084	9614877	TMEM201|ENSG00000188807.13	1793	+	0.032082653616095705	14.077448682088976	418	5517	177	207	111	0	-1.0	-1.0
chr1	9727047	9729114	PIK3CD|ENSG00000171608.18	2067	+	0.0029455081001472753	1.292132970819761	516	679	2	19	2	0	-1.0	-1.0
chr1	9728926	9730507	CLSTN1|ENSG00000171603.18	1581	-	0.018421707742096092	34.20752022749157	404	16068	296	503	173	0	-1.0	-1.0
chr1	9848276	9850717	CTNNBIP1|ENSG00000178585.15	2441	-	0.009988132911392405	18.701924577654438	596	10112	101	275	49	0	-1.0	-1.0
chr1	9926293	9930398	LZIC|ENSG00000162441.12	4105	-	0.021921406202646734	39.9201080984842	1287	19798	434	587	186	0	-1.0	-1.0
chr1	9982702	9985498	NMNAT1|ENSG00000173614.14	2796	+	0.028879398006914785	10.813112755807474	769	4917	142	159	79	0	-1.0	-1.0
chr1	10015833	10016021	RBP7|ENSG00000162444.12	188	+	0.0	4.284440903244471	44	1880	0	63	0	0	-1.0	-1.0
chr1	10179957	10181239	UBE4B|ENSG00000130939.20	1282	+	0.021268307884076035	22.102274500864336	395	12836	273	325	84	0	-1.0	-1.0
chr1	10376588	10381603	KIF1B|ENSG00000054523.20	5015	+	0.02100487313056629	11.561189738913653	1467	5951	125	170	46	0	-1.0	-1.0
chr1	10419750	10420511	PGD|ENSG00000142657.21	761	+	0.012062207611581742	77.05192925993629	240	39545	477	1133	212	0	-1.0	-1.0
chr1	10451596	10452153	CENPS-CORT|ENSG00000251503.8	557	+	0.022556390977443608	2.788286937032116	189	931	21	41	10	0	-1.0	-1.0
chr1	10442406	10442808	CENPS|ENSG00000175279.22	402	+	0.016747393481651753	53.04545880207441	122	24362	408	780	209	0	-1.0	-1.0
chr1	10451596	10451998	CORT|ENSG00000241563.4	402	+	0.01945945945945946	2.788286937032116	138	925	18	41	10	0	-1.0	-1.0
chr1	10456522	10461489	DFFA|ENSG00000160049.12	4967	-	0.0168495854717726	176.0021120253443	1236	63325	1067	2588	645	0	-1.0	-1.0
chr1	10629988	10630758	PEX14|ENSG00000142655.13	770	+	0.03732809430255403	15.165560657516144	155	6617	247	223	127	0	-1.0	-1.0
chr1	10636604	10638941	CASZ1|ENSG00000130940.15	2337	-	0.0392156862745098	2.584265941639522	556	1173	46	38	22	0	-1.0	-1.0
chr1	11022655	11025492	TARDBP|ENSG00000120948.19	2837	+	0.014243298507044621	109.4912675273587	1002	71402	1017	1610	444	0	-1.0	-1.0
chr1	11026523	11026884	MASP2|ENSG00000009724.18	361	-	0	0	115	0	0	0	0	0	-1.0	-1.0
chr1	11054589	11054864	SRM|ENSG00000116649.10	275	-	0.01106563020266126	199.0564845047074	58	79887	884	2927	497	0	-1.0	-1.0
chr1	11066618	11066717	EXOSC10|ENSG00000171824.14	99	-	0.012800280554094337	67.59895647341277	28	17109	219	994	135	0	-1.0	-1.0
chr1	11106535	11107484	MTOR|ENSG00000198793.14	949	-	0.01523531253260983	19.65402255615321	244	9583	146	289	79	0	-1.0	-1.0
chr1	11195024	11195981	ANGPTL7|ENSG00000171819.5	957	+	0	0	267	0	0	0	0	0	-1.0	-1.0
chr1	11286132	11288434	UBIAD1|ENSG00000120942.14	2302	+	0.04626161222655079	60.11818664235099	645	26696	1235	884	556	0	-1.0	-1.0
chr1	11536687	11537551	DISP3|ENSG00000204624.8	864	+	0.0	0.47604898924938566	173	210	0	7	0	0	-1.0	-1.0
chr1	11648387	11648693	FBXO2|ENSG00000116661.11	306	-	0.0	0.06800699846419796	72	29	0	1	0	0	-1.0	-1.0
chr1	11661274	11663327	FBXO44|ENSG00000132879.14	2053	+	0.027913159060700046	5.98461586484942	511	2257	63	88	28	0	-1.0	-1.0
chr1	11674480	11674774	MAD2L2|ENSG00000116670.16	294	-	0.007094079427169661	41.280248067768156	63	15083	107	607	77	0	-1.0	-1.0
chr1	11673852	11674354	FBXO6|ENSG00000116663.11	502	+	0.03463203463203463	0.6800699846419795	108	231	8	10	7	0	-1.0	-1.0
chr1	11719697	11725857	DRAXIN|ENSG00000162490.7	6160	+	0.0	0.06800699846419796	1465	21	0	1	0	0	-1.0	-1.0
chr1	11750193	11750769	AGTRAP|ENSG00000177674.16	576	+	0.011744729022215933	18.837938574582832	120	7067	83	277	78	0	-1.0	-1.0
chr1	11789447	11789585	C1orf167|ENSG00000215910.8	138	+	0	0	25	0	0	0	0	0	-1.0	-1.0
chr1	11785723	11790679	MTHFR|ENSG00000177000.13	4956	-	0.0451527224435591	17.54580560376307	1118	8283	374	258	168	0	-1.0	-1.0
chr1	11840224	11843130	CLCN6|ENSG00000011021.23	2906	+	0.045616237706633186	6.460664854098805	780	4779	218	95	73	0	-1.0	-1.0
chr1	11845709	11846008	NPPA|ENSG00000175206.11	299	-	0	0	79	0	0	0	0	0	-1.0	-1.0
chr1	11857464	11857654	NPPB|ENSG00000120937.9	190	-	0	0	71	0	0	0	0	0	-1.0	-1.0
