#slamdunk v0.4.2	3	sample info:	sample_0	0	NA	-1
#annotation:	gencode.v41.customized.canonical.bed	27b6d2bfeb860a3d83e1c37a786d42ca
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	70009	71585	OR4F5|ENSG00000186092.7	1576	+	0	0	484	0	0	0	0	0	-1.0	-1.0
chr1	944154	944574	SAMD11|ENSG00000187634.13	420	+	0.023162530968579183	85.27782265234657	81	25429	589	1174	396	0	-1.0	-1.0
chr1	944203	944693	NOC2L|ENSG00000188976.11	490	-	0.005102770756831513	78.01395360189116	118	41938	214	1074	100	0	-1.0	-1.0
chr1	965192	965719	KLHL17|ENSG00000187961.15	527	+	0.0	3.268741072704937	133	1098	0	45	0	0	-1.0	-1.0
chr1	974576	975865	PLEKHN1|ENSG00000187583.11	1289	+	0.02	0.7263869050455416	206	200	4	10	4	0	-1.0	-1.0
chr1	975198	976171	PERM1|ENSG00000187642.10	973	-	0	0	169	0	0	0	0	0	-1.0	-1.0
chr1	998964	999058	HES4|ENSG00000188290.11	94	-	0.014862699596662799	68.35300776478546	22	18099	269	941	177	0	-1.0	-1.0
chr1	1014479	1014540	ISG15|ENSG00000187608.10	61	+	0.015	2.324438096145733	8	200	3	32	3	0	-1.0	-1.0
chr1	1054982	1056116	AGRN|ENSG00000188157.15	1134	+	0.005862237420615535	12.130661314260545	246	4094	24	167	20	0	-1.0	-1.0
chr1	1070967	1071816	RNF223|ENSG00000237330.3	849	-	0	0	147	0	0	0	0	0	-1.0	-1.0
chr1	1081823	1082892	C1orf159|ENSG00000131591.18	1069	-	0.0019230769230769232	3.268741072704937	174	1040	2	45	2	0	-1.0	-1.0
chr1	1197848	1197936	TTLL10|ENSG00000162571.14	88	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr1	1203508	1203843	TNFRSF18|ENSG00000186891.14	335	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	1211340	1211554	TNFRSF4|ENSG00000186827.12	214	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr1	1216931	1217511	SDF4|ENSG00000078808.20	580	-	0.01069257110909218	164.52663399281516	104	57236	612	2265	379	0	-1.0	-1.0
chr1	1233269	1235041	B3GALT6|ENSG00000176022.7	1772	+	0.03962527638775748	76.27062502978187	423	34372	1362	1050	604	0	-1.0	-1.0
chr1	1242453	1242547	C1QTNF12|ENSG00000184163.3	94	-	0	0	12	0	0	0	0	0	-1.0	-1.0
chr1	1253912	1255202	UBE2J2|ENSG00000160087.21	1290	-	0.027610441767068273	103.36485658798057	296	55776	1540	1423	669	0	-1.0	-1.0
chr1	1291611	1292025	SCNN1D|ENSG00000162572.21	414	+	0.013493253373313344	2.1791607151366246	69	667	9	30	9	0	-1.0	-1.0
chr1	1292391	1293563	ACAP3|ENSG00000131584.19	1172	-	0.0031128404669260703	4.140405358759587	232	1285	4	57	4	0	-1.0	-1.0
chr1	1311380	1311677	PUSL1|ENSG00000169972.12	297	+	0.013244270413451572	28.401727987280676	53	8683	115	391	62	0	-1.0	-1.0
chr1	1311600	1311858	INTS11|ENSG00000127054.22	258	-	0.01254180602006689	12.130661314260545	53	4784	60	167	46	0	-1.0	-1.0
chr1	1327764	1328896	CPTP|ENSG00000224051.7	1132	+	0.040120087336244545	13.873989886369843	175	3664	147	191	93	0	-1.0	-1.0
chr1	1334465	1335314	TAS1R3|ENSG00000169962.5	849	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	1335278	1336141	DVL1|ENSG00000107404.21	863	-	0.01500610713662537	35.0118488231951	176	17193	258	482	162	0	-1.0	-1.0
chr1	1352691	1353603	MXRA8|ENSG00000162576.17	912	-	0	0	205	0	0	0	0	0	-1.0	-1.0
chr1	1373736	1373800	AURKAIP1|ENSG00000175756.14	64	-	0.009627547434996487	156.75429410882788	17	28460	274	2158	315	0	-1.0	-1.0
chr1	1385711	1387230	CCNL2|ENSG00000221978.13	1519	-	0.03166815343443354	48.52264525704218	395	24662	781	668	330	0	-1.0	-1.0
chr1	1401909	1402082	MRPL20|ENSG00000242485.6	173	-	0.012181704431868029	290.7726780897303	56	139061	1694	4003	834	0	-1.0	-1.0
chr1	1418420	1419099	ANKRD65|ENSG00000235098.9	679	-	0	0	150	0	0	0	0	0	-1.0	-1.0
chr1	1427788	1430255	TMEM88B|ENSG00000205116.4	2467	+	0	0	534	0	0	0	0	0	-1.0	-1.0
chr1	1439788	1442882	VWA1|ENSG00000179403.12	3094	+	0.0018674136321195146	3.0508250011912743	546	1071	2	42	2	0	-1.0	-1.0
chr1	1468531	1470163	ATAD3C|ENSG00000215915.10	1632	+	0	0	356	0	0	0	0	0	-1.0	-1.0
chr1	1495818	1497848	ATAD3B|ENSG00000160072.20	2030	+	0.010669511869831956	12.857048219306085	425	3749	40	177	31	0	-1.0	-1.0
chr1	1534073	1534685	ATAD3A|ENSG00000197785.14	612	+	0.007746194261080426	54.261101806901955	115	14846	115	747	81	0	-1.0	-1.0
chr1	1534778	1535358	TMEM240|ENSG00000205090.9	580	-	0.0	0.07263869050455415	91	15	0	1	0	0	-1.0	-1.0
chr1	1541673	1542065	SSU72|ENSG00000160075.12	392	-	0.01859036534109279	59.27317145171619	116	24744	460	816	213	0	-1.0	-1.0
chr1	1598012	1599334	FNDC10|ENSG00000228594.4	1322	-	0.007471980074719801	10.605248813664907	250	3212	24	146	9	0	-1.0	-1.0
chr1	1630531	1630605	MIB2|ENSG00000197530.13	74	+	0.0	7.045952978941753	15	1305	0	97	0	0	-1.0	-1.0
chr1	1634626	1634654	MMP23B|ENSG00000189409.14	28	+	0	0	8	0	0	0	0	0	-1.0	-1.0
chr1	1635225	1635763	CDK11B|ENSG00000248333.9	538	-	0.0	0.2905547620182166	139	160	0	4	0	0	-1.0	-1.0
chr1	1661478	1665781	SLC35E2B|ENSG00000189339.12	4303	-	0.008517887563884156	21.791607151366247	1091	11153	95	300	56	0	-1.0	-1.0
chr1	1702379	1702906	CDK11A|ENSG00000008128.23	527	-	0	0	139	0	0	0	0	0	-1.0	-1.0
