#slamdunk v0.4.2	3	sample info:	sample_0	0	NA	-1
#annotation:	gencode.v41.customized.canonical.bed	27b6d2bfeb860a3d83e1c37a786d42ca
Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	70009	71585	OR4F5|ENSG00000186092.7	1576	+	0	0	484	0	0	0	0	0	-1.0	-1.0
chr1	944154	944574	SAMD11|ENSG00000187634.13	420	+	0.02227323348257915	151.4908261601604	81	43999	980	2024	682	0	-1.0	-1.0
chr1	944203	944693	NOC2L|ENSG00000188976.11	490	-	0.0035377102550189906	85.77494406103942	118	46075	163	1146	72	0	-1.0	-1.0
chr1	965192	965719	KLHL17|ENSG00000187961.15	527	+	0.005400098183603338	5.763237951745232	133	2037	11	77	11	0	-1.0	-1.0
chr1	974576	975865	PLEKHN1|ENSG00000187583.11	1289	+	0	0	206	0	0	0	0	0	-1.0	-1.0
chr1	975198	976171	PERM1|ENSG00000187642.10	973	-	0	0	169	0	0	0	0	0	-1.0	-1.0
chr1	998964	999058	HES4|ENSG00000188290.11	94	-	0.010489121362194646	138.16801634963244	22	35942	377	1846	244	0	-1.0	-1.0
chr1	1014479	1014540	ISG15|ENSG00000187608.10	61	+	0.02564102564102564	4.490834767593687	8	468	12	60	12	0	-1.0	-1.0
chr1	1054982	1056116	AGRN|ENSG00000188157.15	1134	+	0.0035530990919857876	7.634419104909268	246	2533	9	102	7	0	-1.0	-1.0
chr1	1070967	1071816	RNF223|ENSG00000237330.3	849	-	0	0	147	0	0	0	0	0	-1.0	-1.0
chr1	1081823	1082892	C1orf159|ENSG00000131591.18	1069	-	0.012678288431061807	5.912932443998355	174	1893	24	79	16	0	-1.0	-1.0
chr1	1197848	1197936	TTLL10|ENSG00000162571.14	88	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr1	1203508	1203843	TNFRSF18|ENSG00000186891.14	335	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	1211340	1211554	TNFRSF4|ENSG00000186827.12	214	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr1	1216931	1217511	SDF4|ENSG00000078808.20	580	-	0.01241660738016296	223.26933519553282	104	74497	925	2983	605	0	-1.0	-1.0
chr1	1233269	1235041	B3GALT6|ENSG00000176022.7	1772	+	0.047109956536943595	95.43023881136585	423	40034	1886	1275	892	0	-1.0	-1.0
chr1	1242453	1242547	C1QTNF12|ENSG00000184163.3	94	-	0.0	0.1496944922531229	12	24	0	2	0	0	-1.0	-1.0
chr1	1253912	1255202	UBE2J2|ENSG00000160087.21	1290	-	0.03614284273757905	127.46486015353416	296	69419	2509	1703	1033	0	-1.0	-1.0
chr1	1291611	1292025	SCNN1D|ENSG00000162572.21	414	+	0	0	69	0	0	0	0	0	-1.0	-1.0
chr1	1292391	1293563	ACAP3|ENSG00000131584.19	1172	-	0.0011855364552459987	5.314154474985863	232	1687	2	71	1	0	-1.0	-1.0
chr1	1311380	1311677	PUSL1|ENSG00000169972.12	297	+	0.013838748495788207	48.57586273613838	53	14958	207	649	123	0	-1.0	-1.0
chr1	1311600	1311858	INTS11|ENSG00000127054.22	258	-	0.006875631951466127	12.87372633376857	53	4945	34	172	26	0	-1.0	-1.0
chr1	1327764	1328896	CPTP|ENSG00000224051.7	1132	+	0.04675484466318056	12.499490103135763	175	3251	152	167	112	0	-1.0	-1.0
chr1	1334465	1335314	TAS1R3|ENSG00000169962.5	849	+	0	0	120	0	0	0	0	0	-1.0	-1.0
chr1	1335278	1336141	DVL1|ENSG00000107404.21	863	-	0.020295721594422892	36.675150602015115	176	17787	361	490	192	0	-1.0	-1.0
chr1	1352691	1353603	MXRA8|ENSG00000162576.17	912	-	0.0	0.673625215139053	205	266	0	9	0	0	-1.0	-1.0
chr1	1373736	1373800	AURKAIP1|ENSG00000175756.14	64	-	0.008491381502008441	325.51067340441574	17	59001	501	4349	440	0	-1.0	-1.0
chr1	1385711	1387230	CCNL2|ENSG00000221978.13	1519	-	0.03484411841760545	15.343685455945097	395	7634	266	205	116	0	-1.0	-1.0
